MovieName,Year,IMDbRating,IMDbVotes,Awards,Language,AltText
Interstellar,2014,8.6,1214,Won 1 Oscar. Another 43 wins & 143 nominations.,English,"interstellar,interstellar 2014"
Into the Wild,2007,8.1,505020,Nominated for 2 Oscars. Another 23 wins & 99 nominations.,"English,Danish","into the wild,into the wild 2007"
Intruders,2011,5.4,18820,1 win & 5 nominations.,"English,Spanish","intruders,intruders 2011"
Invader,2012,5.7,790,9 nominations.,"Spanish,Arabic,English","invader,invader 2012"
Irreversible,2002,7.4,100792,3 wins & 10 nominations.,"French,Spanish,Italian,English","irreversible,irreversible 2002"
Jaatishwar,2014,8,1599,4 wins.,"Bengali,Gujarati,Portuguese,English","jaatishwar,jaatishwar 2014"
Jackie,2012,6.8,1821,2 wins & 5 nominations.,"English,Dutch","jackie,jackie 2012"
Jackpot,2001,5.7,513,2 wins & 1 nomination.,English,"jackpot,jackpot 2001"
Jai Ho,2014,5.3,14191,5 nominations.,"Hindi,Indian Sign Language","jai ho,jai ho 2014"
James White,2015,7.1,4648,9 wins & 30 nominations.,English,"james white,james white 2015"
Jamie Marks Is Dead,2014,5.5,1982,1 win & 2 nominations.,English,"jamie marks is dead,jamie marks is dead 2014"
Jersey Girl,2004,6.2,58946,2 wins & 7 nominations.,English,"jersey girl,jersey girl 2004"
Jessica Jones,2015,8.1,162539,Won 1 Primetime Emmy. Another 6 wins & 16 nominations.,English,"jessica jones,jessica jones 2015"
Jimmy Vestvood: Amerikan Hero,2016,5.3,1837,2 wins.,English,"jimmy vestvood amerikan hero,jimmy vestvood amerikan hero 2016,Jimmy Vestvood Amerikan Hero,jimmyvestvoodamerikanhero"
Jodhaa Akbar,2008,7.6,25425,22 wins & 25 nominations.,"Hindi,Urdu","jodhaa akbar,jodhaa akbar 2008"
Jodi No.1,2001,5.9,1687,1 win & 1 nomination.,Hindi,"jodi no1,jodi no1 2001,Jodi No1,jodino1"
John Wick,2014,7.3,400630,5 wins & 8 nominations.,"English,Russian,Hungarian","john wick,john wick 2014"
Joshua,2006,5.2,614,1 win.,English,"joshua,joshua 2006"
Judas Kiss,2011,5.5,1870,3 wins & 1 nomination.,English,"judas kiss,judas kiss 2011"
Jungle,2017,6.7,31466,1 win & 1 nomination.,"English,Spanish,German","jungle,jungle 2017"
Jupiter Ascending,2015,5.3,161468,4 wins & 16 nominations.,"English,Russian","jupiter ascending,jupiter ascending 2015"
Just Add Magic,2015,8.2,1353,7 nominations.,English,"just add magic,just add magic 2015"
Just Jim,2015,5.8,1220,1 win & 3 nominations.,English,"just jim,just jim 2015"
Kabhi Alvida Naa Kehna,2006,6.1,16241,4 wins & 22 nominations.,"Hindi,English","kabhi alvida naa kehna,kabhi alvida naa kehna 2006"
Kasoor,2001,6.1,708,2 nominations.,Hindi,"kasoor,kasoor 2001"
Keeping Up with the Joneses,2016,5.9,48431,2 nominations.,"English,Hebrew,Mandarin","keeping up with the joneses,keeping up with the joneses 2016"
Khichdi,2002,8.7,1694,N/A,Hindi,"khichdi,khichdi 2002"
Ki & Ka,2016,5.8,4446,N/A,"Hindi,Tamil,Telugu","ki ka,ki ka 2016,Ki Ka,kika"
Kill Bill: Vol. 1,2003,8.1,867687,Nominated for 1 Golden Globe. Another 27 wins & 99 nominations.,"English,Japanese,French","kill bill vol 1,kill bill vol 1 2003,Kill Bill Vol 1,killbillvol1"
Kill Your Darlings,2013,6.5,31492,5 wins & 13 nominations.,English,"kill your darlings,kill your darlings 2013"
Killers,2010,5.4,79990,2 wins & 3 nominations.,English,"killers,killers 2010"
Knight of Cups,2015,5.7,21049,3 wins & 8 nominations.,"English,German,Spanish,Serbian","knight of cups,knight of cups 2015"
Knucklehead,2010,5.3,2173,N/A,English,"knucklehead,knucklehead 2010"
Koi... Mil Gaya,2003,7.1,17906,25 wins & 32 nominations.,"Hindi,English","koi mil gaya,koi mil gaya 2003,Koi Mil Gaya,koimilgaya"
Krrish,2006,6.4,15145,9 wins & 12 nominations.,"Hindi,English,Cantonese,Tamil","krrish,krrish 2006"
Kuch Naa Kaho,2003,5.5,1978,1 win & 1 nomination.,Hindi,"kuch naa kaho,kuch naa kaho 2003"
Kyon Ki...,2005,5.5,3048,N/A,Hindi,"kyon ki,kyon ki 2005,Kyon Ki,kyonki"
La La Land,2016,8.1,395144,Won 6 Oscars. Another 215 wins & 254 nominations.,English,"la la land,la la land 2016"
Ladies vs. Ricky Bahl,2011,6,7350,7 wins & 4 nominations.,"Hindi,Punjabi,Urdu,English","ladies vs ricky bahl,ladies vs ricky bahl 2011,Ladies vs Ricky Bahl,ladiesvsrickybahl"
Lady Macbeth,2016,6.9,13101,Nominated for 2 BAFTA Film Awards. Another 18 wins & 39 nominations.,English,"lady macbeth,lady macbeth 2016"
Life After Beth,2014,5.6,17208,6 nominations.,English,"life after beth,life after beth 2014"
Life as We Know It,2010,6.6,108775,2 nominations.,English,"life as we know it,life as we know it 2010"
Life Sahi Hai,2016,7.9,1089,N/A,Hindi,"life sahi hai,life sahi hai 2016"
Like Stars on Earth,2007,8.4,129909,14 wins & 15 nominations.,"Hindi,English","like stars on earth,like stars on earth 2007"
Limitless,2011,7.4,475351,2 wins & 8 nominations.,"English,Russian,Italian,Mandarin,French","limitless,limitless 2011"
Lincoln,2012,7.4,222571,Won 2 Oscars. Another 108 wins & 242 nominations.,English,"lincoln,lincoln 2012"
Lion,2016,8.1,166569,Nominated for 6 Oscars. Another 49 wins & 80 nominations.,"English,Hindi,Bengali","lion,lion 2016"
Listen... Amaya,2013,6.9,513,1 win.,"Hindi,Tamil,English","listen amaya,listen amaya 2013,Listen Amaya,listenamaya"
Lockout,2012,6.1,88163,1 nomination.,"English,Ukrainian,Latin","lockout,lockout 2012"
Logan,2017,8.1,513917,Nominated for 1 Oscar. Another 13 wins & 55 nominations.,"English,Spanish","logan,logan 2017"
London Road,2015,5.3,1618,1 win & 2 nominations.,English,"london road,london road 2015"
Looking for Mr. Right,2014,5.8,674,N/A,English,"looking for mr right,looking for mr right 2014,Looking for Mr Right,lookingformrright"
Lore,2012,7.1,12812,34 wins & 35 nominations.,"German,English","lore,lore 2012"
Lost & Found,2016,5.4,637,1 win.,English,"lost found,lost found 2016,Lost Found,lostfound"
Love,2015,6,31526,2 wins & 1 nomination.,"English,French","love,love 2015"
Love Is in the Air,2013,6.4,3991,1 nomination.,"French,English","love is in the air,love is in the air 2013"
Love Is the Drug,2006,5.7,637,N/A,English,"love is the drug,love is the drug 2006"
Mad Max: Fury Road,2015,8.1,739165,Won 6 Oscars. Another 232 wins & 219 nominations.,"English,Russian","mad max fury road,mad max fury road 2015,Mad Max Fury Road,madmaxfuryroad"
Madame,2017,6.1,3220,N/A,"English,Spanish,French","madame,madame 2017"
Madhouse,2004,5.6,5714,N/A,English,"madhouse,madhouse 2004"
Magic in the Moonlight,2014,6.6,57083,1 win & 1 nomination.,"English,French","magic in the moonlight,magic in the moonlight 2014"
Maleficent,2014,7,292411,Nominated for 1 Oscar. Another 10 wins & 42 nominations.,English,"maleficent,maleficent 2014"
Mammoth,2009,6.9,8926,1 win & 3 nominations.,"English,Tagalog,Thai","mammoth,mammoth 2009"
Man Down,2015,5.9,7410,1 nomination.,English,"man down,man down 2015"
Mandy,2018,6.8,13722,N/A,English,"mandy,mandy 2018"
Margaret,2011,6.5,14069,9 wins & 17 nominations.,English,"margaret,margaret 2011"
Marguerite,2015,7,3880,6 wins & 14 nominations.,"French,English,Italian","marguerite,marguerite 2015"
Married at First Sight,2014,6.3,906,1 nomination.,English,"married at first sight,married at first sight 2014"
Mary and Max,2009,8.1,144351,4 wins & 9 nominations.,"English,Yiddish","mary and max,mary and max 2009"
Memories of Murder,2003,8.1,93700,26 wins & 3 nominations.,"Korean,English","memories of murder,memories of murder 2003"
Mercy,2009,6.1,1141,N/A,English,"mercy,mercy 2009"
Mere Baap Pehle Aap,2008,5.2,1457,N/A,Hindi,"mere baap pehle aap,mere baap pehle aap 2008"
Mere Dad Ki Maruti,2013,6.5,3882,4 nominations.,Hindi,"mere dad ki maruti,mere dad ki maruti 2013"
Mia Madre,2015,6.8,5783,11 wins & 23 nominations.,"Italian,English,French","mia madre,mia madre 2015"
Middle of Nowhere,2012,6.4,1257,13 wins & 19 nominations.,English,"middle of nowhere,middle of nowhere 2012"
Midnight Sun,2018,6.6,10898,N/A,English,"midnight sun,midnight sun 2018"
Million Dollar Baby,2004,8.1,567134,Won 4 Oscars. Another 63 wins & 83 nominations.,"English,Irish","million dollar baby,million dollar baby 2004"
Minutes Past Midnight,2016,5.1,579,N/A,"English,Spanish","minutes past midnight,minutes past midnight 2016"
Miss Saigon: 25th Anniversary,2016,8.2,794,N/A,English,"miss saigon 25th anniversary,miss saigon 25th anniversary 2016,Miss Saigon 25th Anniversary,misssaigon25thanniversary"
Miss Stevens,2016,6.5,2405,1 win & 2 nominations.,English,"miss stevens,miss stevens 2016"
Molly Moon and the Incredible Book of Hypnotism,2015,5.4,789,1 nomination.,English,"molly moon and the incredible book of hypnotism,molly moon and the incredible book of hypnotism 2015"
Monogamy,2010,5.1,636,1 win & 2 nominations.,English,"monogamy,monogamy 2010"
Monster,2003,7.3,119723,Won 1 Oscar. Another 29 wins & 25 nominations.,English,"monster,monster 2003"
"Monsters, Inc.",2001,8.1,704946,Won 1 Oscar. Another 13 wins & 38 nominations.,English,"monsters inc,monsters inc 2001,Monsters Inc,monstersinc"
Moor,2015,8,990,3 wins & 3 nominations.,"Urdu,Urdu,English,Pushto","moor,moor 2015"
Morning Glory,2010,6.5,65132,1 win & 3 nominations.,"English,Ukrainian","morning glory,morning glory 2010"
Mother's Day,2016,5.6,26413,1 win & 6 nominations.,"English,Spanish","mothers day,mothers day 2016,Mothers Day,mothersday"
Mountain Men,2014,5.9,1153,1 nomination.,English,"mountain men,mountain men 2014"
Mountains May Depart,2015,6.8,3817,15 wins & 23 nominations.,"Chinese,Mandarin,Cantonese,English","mountains may depart,mountains may depart 2015"
Mouth to Mouth,2005,6.3,2781,3 wins.,"English,German,French","mouth to mouth,mouth to mouth 2005"
Mr. & Mrs. Smith,2005,6.5,400579,9 wins & 18 nominations.,"English,Spanish","mr mrs smith,mr mrs smith 2005,Mr Mrs Smith,mrmrssmith"
Bachna Ae Haseeno,2008,6.2,8440,1 win & 11 nominations.,"Hindi,English","bachna ae haseeno,bachna ae haseeno 2008"
Bait,2012,5.2,13834,N/A,English,"bait,bait 2012"
Barbie and the Secret Door,2014,5.8,710,N/A,English,"barbie and the secret door,barbie and the secret door 2014"
Batman Begins,2005,8.3,1145,Nominated for 1 Oscar. Another 14 wins & 72 nominations.,"English,Urdu,Mandarin","batman begins,batman begins 2005"
Battle for Sevastopol,2015,7.2,7256,7 wins & 21 nominations.,"Russian,English,Ukrainian","battle for sevastopol,battle for sevastopol 2015"
Beast,2017,7,2435,3 nominations.,English,"beast,beast 2017"
Beautiful Creatures,2013,6.2,77407,9 nominations.,English,"beautiful creatures,beautiful creatures 2013"
Beauty,2011,6.2,1476,3 wins & 2 nominations.,"Afrikaans,English","beauty,beauty 2011"
Beauty and the Beast,2014,6.4,17287,1 win & 3 nominations.,"French,English","beauty and the beast,beauty and the beast 2014"
Beauty and the Beast,2017,7.2,217538,Nominated for 2 Oscars. Another 12 wins & 65 nominations.,English,"beauty and the beast,beauty and the beast 2017"
Before Sunset,2004,8.1,198715,Nominated for 1 Oscar. Another 9 wins & 30 nominations.,"English,French","before sunset,before sunset 2004"
Behen Hogi Teri,2017,5.4,1055,N/A,Hindi,"behen hogi teri,behen hogi teri 2017"
Behind Enemy Lines,2001,6.4,93122,1 win & 2 nominations.,"English,Serbo-Croatian,Spanish,Czech","behind enemy lines,behind enemy lines 2001"
Benched,2014,7.2,2303,1 win.,English,"benched,benched 2014"
Beneath,2013,5.5,3747,6 wins & 1 nomination.,English,"beneath,beneath 2013"
Beowulf,2007,6.2,151956,3 wins & 17 nominations.,"English,Old English","beowulf,beowulf 2007"
Between,2015,6,6953,4 nominations.,English,"between,between 2015"
Beyond Sleep,2016,6.1,604,3 wins & 7 nominations.,"Norwegian,English,Dutch","beyond sleep,beyond sleep 2016"
Bhabi Ji Ghar Par Hai,2015,8.4,2148,N/A,Hindi,"bhabi ji ghar par hai,bhabi ji ghar par hai 2015"
Billa,2009,6.1,1031,N/A,"Telugu,English","billa,billa 2009"
Billy & Billie,2015,7.7,1087,N/A,English,"billy billie,billy billie 2015,Billy Billie,billybillie"
Black Coffee,2014,5.8,602,N/A,English,"black coffee,black coffee 2014"
Black Sheep,2006,5.8,36971,5 wins & 5 nominations.,English,"black sheep,black sheep 2006"
Black Water,2007,6,11272,3 wins & 7 nominations.,English,"black water,black water 2007"
Blade Runner 2049,2017,8.1,334012,Won 2 Oscars. Another 81 wins & 131 nominations.,"English,Finnish,Japanese,Hungarian,Russian,Somali,Spanish","blade runner 2049,blade runner 2049 2017"
Blame,2010,5.7,562,3 wins & 3 nominations.,English,"blame,blame 2010"
Blessed,2009,6.8,629,3 wins & 7 nominations.,English,"blessed,blessed 2009"
Blood Ties,2013,6.5,16875,N/A,"English,Italian,Spanish","blood ties,blood ties 2013"
Blood: The Last Vampire,2009,5.3,13661,N/A,"English,Japanese","blood the last vampire,blood the last vampire 2009,Blood The Last Vampire,bloodthelastvampire"
Bol Bachchan,2012,5.5,6905,7 wins & 4 nominations.,Hindi,"bol bachchan,bol bachchan 2012"
Boot Camp,2008,5.9,7887,N/A,English,"boot camp,boot camp 2008"
Bordertown,2016,5.3,2342,N/A,"English,Spanish","bordertown,bordertown 2016"
Bose: Dead/Alive,2017,9.3,3339,N/A,"Hindi,English","bose deadalive,bose deadalive 2017,Bose DeadAlive,bosedeadalive"
Bride Wars,2009,5.5,91087,1 win & 8 nominations.,English,"bride wars,bride wars 2009"
Brimstone,2016,7.1,27563,9 wins & 8 nominations.,"English,Dutch","brimstone,brimstone 2016"
Broken,2012,7.3,12178,8 wins & 18 nominations.,English,"broken,broken 2012"
Broken,2014,6.8,878,1 win.,Korean,"broken,broken 2014"
Brothers,2015,6.7,10303,N/A,"Hindi,English","brothers,brothers 2015"
BrÃ_no,2009,5.8,131094,2 wins & 5 nominations.,"English,German","brno,brno 2009,Brno"
Bunty Aur Babli,2005,6.2,5065,9 wins & 9 nominations.,"Hindi,English","bunty aur babli,bunty aur babli 2005"
Butterfly,2004,7.1,802,2 wins & 5 nominations.,"Cantonese,Mandarin,Portuguese,English","butterfly,butterfly 2004"
Ca$h,2010,6,8240,N/A,English,"cah,cah 2010,Cah"
Cake,2014,6.4,32024,Nominated for 1 Golden Globe. Another 5 wins & 7 nominations.,"English,Spanish","cake,cake 2014"
Candy,2006,7.3,39276,6 wins & 17 nominations.,English,"candy,candy 2006"
Carrie,2013,5.9,121607,5 wins & 7 nominations.,English,"carrie,carrie 2013"
Carriers,2009,6,38634,1 nomination.,English,"carriers,carriers 2009"
Casanova,2005,6.5,48388,5 wins & 3 nominations.,English,"casanova,casanova 2005"
Catch Me Daddy,2014,6.3,1154,2 wins & 6 nominations.,"English,Urdu","catch me daddy,catch me daddy 2014"
Catch Me If You Can,2002,8.1,676409,Nominated for 2 Oscars. Another 13 wins & 41 nominations.,"English,French","catch me if you can,catch me if you can 2002"
Chameleon,2008,7.4,1644,N/A,"Hungarian,Spanish,English","chameleon,chameleon 2008"
Chance,2016,7.7,7575,N/A,English,"chance,chance 2016"
MSG the Warrior: Lion Heart,2016,7.7,7265,N/A,Hindi,"msg the warrior lion heart,msg the warrior lion heart 2016,MSG the Warrior Lion Heart,msgthewarriorlionheart"
Muhammad: The Messenger of God,2015,7.8,6416,1 win & 2 nominations.,"Arabic,English,Persian","muhammad the messenger of god,muhammad the messenger of god 2015,Muhammad The Messenger of God,muhammadthemessengerofgod"
"Murder, She Baked: A Deadly Recipe",2016,6.8,678,N/A,English,"murder she baked a deadly recipe,murder she baked a deadly recipe 2016,Murder She Baked A Deadly Recipe,murdershebakedadeadlyrecipe"
My Christmas Love,2016,6.6,1200,N/A,English,"my christmas love,my christmas love 2016"
My Father and My Son,2005,8.5,58142,11 wins & 1 nomination.,Turkish,"my father and my son,my father and my son 2005"
My Internship in Canada,2015,7,636,3 wins & 12 nominations.,"French,English","my internship in canada,my internship in canada 2015"
My Life as a Zucchini,2016,7.8,14992,Nominated for 1 Oscar. Another 20 wins & 18 nominations.,"French,English","my life as a zucchini,my life as a zucchini 2016"
My Lonely Me,2015,8.7,1211,15 wins & 13 nominations.,English,"my lonely me,my lonely me 2015"
My Sassy Girl,2008,6.3,18459,1 nomination.,English,"my sassy girl,my sassy girl 2008"
My Sister's Keeper,2009,7.4,82992,4 wins & 3 nominations.,English,"my sisters keeper,my sisters keeper 2009,My Sisters Keeper,mysisterskeeper"
Mythica: The Darkspore,2015,6,3854,N/A,English,"mythica the darkspore,mythica the darkspore 2015,Mythica The Darkspore,mythicathedarkspore"
Nandha,2001,7.6,1053,3 wins & 1 nomination.,"Tamil,Hindi","nandha,nandha 2001"
Nebraska,2013,7.7,102692,Nominated for 6 Oscars. Another 28 wins & 157 nominations.,"English,Spanish","nebraska,nebraska 2013"
Next,2007,6.2,136735,2 wins & 3 nominations.,"English,French,German,Serbian","next,next 2007"
Night Fare,2015,5.4,929,N/A,"English,French","night fare,night fare 2015"
Nightingale,2014,6.4,1515,Nominated for 1 Golden Globe. Another 4 wins & 9 nominations.,English,"nightingale,nightingale 2014"
No Country for Old Men,2007,8.1,732534,Won 4 Oscars. Another 157 wins & 132 nominations.,"English,Spanish","no country for old men,no country for old men 2007"
No Escape,2015,6.8,67082,1 win & 1 nomination.,"English,French,Thai,Khmer","no escape,no escape 2015"
Pan's Labyrinth,2006,8.2,539148,Won 3 Oscars. Another 99 wins & 105 nominations.,Spanish,"pans labyrinth,pans labyrinth 2006,Pans Labyrinth,panslabyrinth"
Parched,2015,7.6,3752,7 wins & 3 nominations.,"Hindi,English","parched,parched 2015"
Park,2006,5.9,1100,4 wins.,English,"park,park 2006"
Passion,2012,5.3,19212,3 nominations.,"English,German","passion,passion 2012"
Pay the Ghost,2015,5.2,13236,1 win & 2 nominations.,"English,Spanish,Chinese,Scottish Gaelic","pay the ghost,pay the ghost 2015"
No Offence,2015,8,2774,2 wins & 6 nominations.,English,"no offence,no offence 2015"
Nocturna,2007,7.4,1693,2 wins & 1 nomination.,"Spanish,English","nocturna,nocturna 2007"
Noise,2007,6.2,3954,N/A,"English,Russian","noise,noise 2007"
Noise,2007,6.8,2385,13 wins & 19 nominations.,English,"noise,noise 2007"
Nothing,2003,6.3,5388,2 wins & 3 nominations.,English,"nothing,nothing 2003"
Notorious,2016,6.7,3805,N/A,English,"notorious,notorious 2016"
Nowhere in Africa,2001,7.6,11400,Won 1 Oscar. Another 18 wins & 6 nominations.,"English,Swahili,German","nowhere in africa,nowhere in africa 2001"
Oblivion,2013,7,439062,14 nominations.,English,"oblivion,oblivion 2013"
Off the Map,2003,7.2,3098,2 wins & 1 nomination.,"English,Spanish","off the map,off the map 2003"
Officer Down,2013,5.5,4818,N/A,English,"officer down,officer down 2013"
Oldboy,2003,8.4,426975,38 wins & 18 nominations.,Korean,"oldboy,oldboy 2003"
People Like Us,2012,7.1,38568,N/A,"English,Spanish","people like us,people like us 2012"
Percentage,2014,6.1,1937,N/A,English,"percentage,percentage 2014"
Phantom,2013,5.9,12370,N/A,English,"phantom,phantom 2013"
Phillauri,2017,6.1,2768,1 nomination.,Hindi,"phillauri,phillauri 2017"
Pipe Dream,2002,6.1,913,N/A,English,"pipe dream,pipe dream 2002"
Pirates of the Caribbean: The Curse of the Black Pearl,2003,8,935446,Nominated for 5 Oscars. Another 36 wins & 96 nominations.,English,"pirates of the caribbean the curse of the black pearl,pirates of the caribbean the curse of the black pearl 2003,Pirates of the Caribbean The Curse of the Black Pearl,piratesofthecaribbeanthecurseoftheblackpearl"
